Abstract,Arxiv Link,Github Link,ID,Title
"  Tokenization or segmentation is a wide concept that covers simple processes
such as separating punctuation from words, or more sophisticated processes such
as applying morphological knowledge. Neural Machine Translation (NMT) requires
a limited-size vocabulary for computational cost and enough examples to
estimate word embeddings. Separating punctuation and splitting tokens into
words or subwords has proven to be helpful to reduce vocabulary and increase
the number of examples of each word, improving the translation quality.
Tokenization is more challenging when dealing with languages with no separator
between words. In order to assess the impact of the tokenization in the quality
of the final translation on NMT, we experimented on five tokenizers over ten
language pairs. We reached the conclusion that the tokenization significantly
affects the final translation quality and that the best tokenizer differs for
different language pairs.
",http://arxiv.org/abs/1812.08621,taku910.github.io/mecab/,1812.08621,How Much Does Tokenization Affect Neural Machine Translation?
"  Image captioning models have achieved impressive results on datasets
containing limited visual concepts and large amounts of paired image-caption
training data. However, if these models are to ever function in the wild, a
much larger variety of visual concepts must be learned, ideally from less
supervision. To encourage the development of image captioning models that can
learn visual concepts from alternative data sources, such as object detection
datasets, we present the first large-scale benchmark for this task. Dubbed
'nocaps', for novel object captioning at scale, our benchmark consists of
166,100 human-generated captions describing 15,100 images from the Open Images
validation and test sets. The associated training data consists of COCO
image-caption pairs, plus Open Images image-level labels and object bounding
boxes. Since Open Images contains many more classes than COCO, more than 500
object classes seen in test images have no training captions (hence, nocaps).
We evaluate several existing approaches to novel object captioning on our
challenging benchmark. In automatic evaluations these approaches show modest
improvements over a strong baseline trained only on image-caption data.
However, even when using ground-truth object detections, the results are
significantly weaker than our human baseline - indicating substantial room for
improvement.
",http://arxiv.org/abs/1812.08658,github.com/facebookresearch/detectron,1812.08658,nocaps: novel object captioning at scale
"  Recurrent neural networks (RNNs) can learn continuous vector representations
of symbolic structures such as sequences and sentences; these representations
often exhibit linear regularities (analogies). Such regularities motivate our
hypothesis that RNNs that show such regularities implicitly compile symbolic
structures into tensor product representations (TPRs; Smolensky, 1990), which
additively combine tensor products of vectors representing roles (e.g.,
sequence positions) and vectors representing fillers (e.g., particular words).
To test this hypothesis, we introduce Tensor Product Decomposition Networks
(TPDNs), which use TPRs to approximate existing vector representations. We
demonstrate using synthetic data that TPDNs can successfully approximate linear
and tree-based RNN autoencoder representations, suggesting that these
representations exhibit interpretable compositional structure; we explore the
settings that lead RNNs to induce such structure-sensitive representations. By
contrast, further TPDN experiments show that the representations of four models
trained to encode naturally-occurring sentences can be largely approximated
with a bag-of-words, with only marginal improvements from more sophisticated
structures. We conclude that TPDNs provide a powerful method for interpreting
vector representations, and that standard RNNs can induce compositional
sequence representations that are remarkably well approximated by TPRs; at the
same time, existing training tasks for sentence representation learning may not
be sufficient for inducing robust structural representations.
",http://arxiv.org/abs/1812.08718,github.com/stanfordnlp/spinn,1812.08718,RNNs Implicitly Implement Tensor Product Representations
"  We introduce PyText - a deep learning based NLP modeling framework built on
PyTorch. PyText addresses the often-conflicting requirements of enabling rapid
experimentation and of serving models at scale. It achieves this by providing
simple and extensible interfaces for model components, and by using PyTorch's
capabilities of exporting models for inference via the optimized Caffe2
execution engine. We report our own experience of migrating experimentation and
production workflows to PyText, which enabled us to iterate faster on novel
modeling ideas and then seamlessly ship them at industrial scale.
",http://arxiv.org/abs/1812.08729,github.com/marcotcr/lime,1812.08729,PyText: A Seamless Path from NLP research to production
"  The field of natural language processing has seen impressive progress in
recent years, with neural network models replacing many of the traditional
systems. A plethora of new models have been proposed, many of which are thought
to be opaque compared to their feature-rich counterparts. This has led
researchers to analyze, interpret, and evaluate neural networks in novel and
more fine-grained ways. In this survey paper, we review analysis methods in
neural language processing, categorize them according to prominent research
trends, highlight existing limitations, and point to potential directions for
future work.
",http://arxiv.org/abs/1812.08951,boknilev.github.io/nlp-analysis-methods/ ,1812.08951,Analysis Methods in Neural Language Processing: A Survey
"  This paper describes the development of the Microsoft XiaoIce system, the
most popular social chatbot in the world. XiaoIce is uniquely designed as an AI
companion with an emotional connection to satisfy the human need for
communication, affection, and social belonging. We take into account both
intelligent quotient (IQ) and emotional quotient (EQ) in system design, cast
human-machine social chat as decision-making over Markov Decision Processes
(MDPs), and optimize XiaoIce for long-term user engagement, measured in
expected Conversation-turns Per Session (CPS). We detail the system
architecture and key components including dialogue manager, core chat, skills,
and an empathetic computing module. We show how XiaoIce dynamically recognizes
human feelings and states, understands user intents, and responds to user needs
throughout long conversations. Since the release in 2014, XiaoIce has
communicated with over 660 million users and succeeded in establishing
long-term relationships with many of them. Analysis of large-scale online logs
shows that XiaoIce has achieved an average CPS of 23, which is significantly
higher than that of other chatbots and even human conversations.
",http://arxiv.org/abs/1812.08989,sounding-board.github.io/,1812.08989,"The Design and Implementation of XiaoIce, an Empathetic Social Chatbot"
"  Learning in environments with large state and action spaces, and sparse
rewards, can hinder a Reinforcement Learning (RL) agent's learning through
trial-and-error. For instance, following natural language instructions on the
Web (such as booking a flight ticket) leads to RL settings where input
vocabulary and number of actionable elements on a page can grow very large.
Even though recent approaches improve the success rate on relatively simple
environments with the help of human demonstrations to guide the exploration,
they still fail in environments where the set of possible instructions can
reach millions. We approach the aforementioned problems from a different
perspective and propose guided RL approaches that can generate unbounded amount
of experience for an agent to learn from. Instead of learning from a
complicated instruction with a large vocabulary, we decompose it into multiple
sub-instructions and schedule a curriculum in which an agent is tasked with a
gradually increasing subset of these relatively easier sub-instructions. In
addition, when the expert demonstrations are not available, we propose a novel
meta-learning framework that generates new instruction following tasks and
trains the agent more effectively. We train DQN, deep reinforcement learning
agent, with Q-value function approximated with a novel QWeb neural network
architecture on these smaller, synthetic instructions. We evaluate the ability
of our agent to generalize to new instructions on World of Bits benchmark, on
forms with up to 100 elements, supporting 14 million possible instructions. The
QWeb agent outperforms the baseline without using any human demonstration
achieving 100% success rate on several difficult environments.
",http://arxiv.org/abs/1812.09195,github.com/goodfeli/dlbook_notation.,1812.09195,Learning to Navigate the Web
"  Despite the remarkable evolution of deep neural networks in natural language
processing (NLP), their interpretability remains a challenge. Previous work
largely focused on what these models learn at the representation level. We
break this analysis down further and study individual dimensions (neurons) in
the vector representation learned by end-to-end neural models in NLP tasks. We
propose two methods: Linguistic Correlation Analysis, based on a supervised
method to extract the most relevant neurons with respect to an extrinsic task,
and Cross-model Correlation Analysis, an unsupervised method to extract salient
neurons w.r.t. the model itself. We evaluate the effectiveness of our
techniques by ablating the identified neurons and reevaluating the network's
performance for two tasks: neural machine translation (NMT) and neural language
modeling (NLM). We further present a comprehensive analysis of neurons with the
aim to address the following questions: i) how localized or distributed are
different linguistic properties in the models? ii) are certain neurons
exclusive to some properties and not others? iii) is the information more or
less distributed in NMT vs. NLM? and iv) how important are the neurons
identified through the linguistic correlation method to the overall task? Our
code is publicly available as part of the NeuroX toolkit (Dalvi et al. 2019).
",http://arxiv.org/abs/1812.09355,github.com/fdalvi/NeuroX,1812.09355,"What Is One Grain of Sand in the Desert? Analyzing Individual Neurons in
  Deep NLP Models"
"  We present a toolkit to facilitate the interpretation and understanding of
neural network models. The toolkit provides several methods to identify salient
neurons with respect to the model itself or an external task. A user can
visualize selected neurons, ablate them to measure their effect on the model
accuracy, and manipulate them to control the behavior of the model at the test
time. Such an analysis has a potential to serve as a springboard in various
research directions, such as understanding the model, better architectural
choices, model distillation and controlling data biases.
",http://arxiv.org/abs/1812.09359,pair-code.github.io/what-if-tool/,1812.09359,NeuroX: A Toolkit for Analyzing Individual Neurons in Neural Networks
"  Named entity recognition (NER) is the task to identify text spans that
mention named entities, and to classify them into predefined categories such as
person, location, organization etc. NER serves as the basis for a variety of
natural language applications such as question answering, text summarization,
and machine translation. Although early NER systems are successful in producing
decent recognition accuracy, they often require much human effort in carefully
designing rules or features. In recent years, deep learning, empowered by
continuous real-valued vector representations and semantic composition through
nonlinear processing, has been employed in NER systems, yielding
stat-of-the-art performance. In this paper, we provide a comprehensive review
on existing deep learning techniques for NER. We first introduce NER resources,
including tagged NER corpora and off-the-shelf NER tools. Then, we
systematically categorize existing works based on a taxonomy along three axes:
distributed representations for input, context encoder, and tag decoder. Next,
we survey the most representative methods for recent applied techniques of deep
learning in new NER problem settings and applications. Finally, we present
readers with the challenges faced by NER systems and outline future directions
in this area.
",http://arxiv.org/abs/1812.09449,noisy-text.github.io/2017/emerging-rare-entities.html,1812.09449,A Survey on Deep Learning for Named Entity Recognition
"  Being able to recognize words as slots and detect the intent of an utterance
has been a keen issue in natural language understanding. The existing works
either treat slot filling and intent detection separately in a pipeline manner,
or adopt joint models which sequentially label slots while summarizing the
utterance-level intent without explicitly preserving the hierarchical
relationship among words, slots, and intents. To exploit the semantic hierarchy
for effective modeling, we propose a capsule-based neural network model which
accomplishes slot filling and intent detection via a dynamic
routing-by-agreement schema. A re-routing schema is proposed to further
synergize the slot filling performance using the inferred intent
representation. Experiments on two real-world datasets show the effectiveness
of our model when compared with other alternative model architectures, as well
as existing natural language understanding services.
",http://arxiv.org/abs/1812.09471,github.com/snipsco/nlu-benchmark/,1812.09471,Joint Slot Filling and Intent Detection via Capsule Neural Networks
"  Traditional semantic similarity models often fail to encapsulate the external
context in which texts are situated. However, textual datasets generated on
mobile platforms can help us build a truer representation of semantic
similarity by introducing multimodal data. This is especially important in
sparse datasets, making solely text-driven interpretation of context more
difficult. In this paper, we develop new algorithms for building external
features into sentence embeddings and semantic similarity scores. Then, we test
them on embedding spaces on data from Twitter, using each tweet's time and
geolocation to better understand its context. Ultimately, we show that applying
PCA with eight components to the embedding space and appending multimodal
features yields the best outcomes. This yields a considerable improvement over
pure text-based approaches for discovering similar tweets. Our results suggest
that our new algorithm can help improve semantic understanding in various
settings.
",http://arxiv.org/abs/1812.09650,ianlondon.github.io/blog/encoding-cyclical-features-24hour-time/,1812.09650,Improving Context-Aware Semantic Relationships in Sparse Mobile Datasets
"  Given a closed-source program, such as most of proprietary software and
viruses, binary code analysis is indispensable for many tasks, such as code
plagiarism detection and malware analysis. Today, source code is very often
compiled for various architectures, making cross-architecture binary code
analysis increasingly important. A binary, after being disassembled, is
expressed in an assembly languages. Thus, recent work starts exploring Natural
Language Processing (NLP) inspired binary code analysis. In NLP, words are
usually represented in high-dimensional vectors (i.e., embeddings) to
facilitate further processing, which is one of the most common and critical
steps in many NLP tasks. We regard instructions as words in NLP-inspired binary
code analysis, and aim to represent instructions as embeddings as well.
  To facilitate cross-architecture binary code analysis, our goal is that
similar instructions, regardless of their architectures, have embeddings close
to each other. To this end, we propose a joint learning approach to generating
instruction embeddings that capture not only the semantics of instructions
within an architecture, but also their semantic relationships across
architectures. To the best of our knowledge, this is the first work on building
cross-architecture instruction embedding model. As a showcase, we apply the
model to resolving one of the most fundamental problems for binary code
similarity comparison---semantics-based basic block comparison, and the
solution outperforms the code statistics based approach. It demonstrates that
it is promising to apply the model to other cross-architecture binary code
analysis tasks.
",http://arxiv.org/abs/1812.09652,nmt4binary.github.io,1812.09652,"A Cross-Architecture Instruction Embedding Model for Natural Language
  Processing-Inspired Binary Code Analysis"
"  Sentiment analysis, a popular technique for opinion mining, has been used by
the software engineering research community for tasks such as assessing app
reviews, developer emotions in issue trackers and developer opinions on APIs.
Past research indicates that state-of-the-art sentiment analysis techniques
have poor performance on SE data. This is because sentiment analysis tools are
often designed to work on non-technical documents such as movie reviews. In
this study, we attempt to solve the issues with existing sentiment analysis
techniques for SE texts by proposing a hierarchical model based on
convolutional neural networks (CNN) and long short-term memory (LSTM) trained
on top of pre-trained word vectors. We assessed our model's performance and
reliability by comparing it with a number of frequently used sentiment analysis
tools on five gold standard datasets. Our results show that our model pushes
the state of the art further on all datasets in terms of accuracy. We also show
that it is possible to get better accuracy after labelling a small sample of
the dataset and re-training our model rather than using an unsupervised
classifier.
",http://arxiv.org/abs/1812.09653,github.com/achyudhk/SentiGH,1812.09653,Supervised Sentiment Classification with CNNs for Diverse SE Datasets
"  Answer Set Programming (ASP) is a purely declarative formalism developed in
the field of logic programming and nonmonotonic reasoning: computational
problems are encoded by logic programs whose answer sets, corresponding to
solutions, are computed by an ASP system. Different, semantically equivalent,
programs can be defined for the same problem; however, performance of systems
evaluating them might significantly vary. We propose an approach for
automatically transforming an input logic program into an equivalent one that
can be evaluated more efficiently. One can make use of existing
tree-decomposition techniques for rewriting selected rules into a set of
multiple ones; the idea is to guide and adaptively apply them on the basis of
proper new heuristics, to obtain a smart rewriting algorithm to be integrated
into an ASP system. The method is rather general: it can be adapted to any
system and implement different preference policies. Furthermore, we define a
set of new heuristics tailored at optimizing grounding, one of the main phases
of the ASP computation; we use them in order to implement the approach into the
ASP system DLV, in particular into its grounding subsystem I-DLV, and carry out
an extensive experimental activity for assessing the impact of the proposal.
Under consideration in Theory and Practice of Logic Programming (TPLP).
",http://arxiv.org/abs/1812.09718,github.com/DeMaCS-UNICAL/I-DLV/wiki,1812.09718,Optimizing Answer Set Computation via Heuristic-Based Decomposition
"  In previous works, neural sequence models have been shown to improve
significantly if external prior knowledge can be provided, for instance by
allowing the model to access the embeddings of explicit features during both
training and inference. In this work, we propose a different point of view on
how to incorporate prior knowledge in a principled way, using a moment matching
framework. In this approach, the standard local cross-entropy training of the
sequential model is combined with a moment matching training mode that
encourages the equality of the expectations of certain predefined features
between the model distribution and the empirical distribution. In particular,
we show how to derive unbiased estimates of some stochastic gradients that are
central to the training, and compare our framework with a formally related one:
policy gradient training in reinforcement learning, pointing out some important
differences in terms of the kinds of prior assumptions in both approaches. Our
initial results are promising, showing the effectiveness of our proposed
framework.
",http://arxiv.org/abs/1812.09836,github.com/duyvuleo/Transformer-DyNet,1812.09836,"Moment Matching Training for Neural Machine Translation: A Preliminary
  Study"
"  Neural models enjoy widespread use across a variety of tasks and have grown
to become crucial components of many industrial systems. Despite their
effectiveness and extensive popularity, they are not without their exploitable
flaws. Initially applied to computer vision systems, the generation of
adversarial examples is a process in which seemingly imperceptible
perturbations are made to an image, with the purpose of inducing a deep
learning based classifier to misclassify the image. Due to recent trends in
speech processing, this has become a noticeable issue in speech recognition
models. In late 2017, an attack was shown to be quite effective against the
Speech Commands classification model. Limited-vocabulary speech classifiers,
such as the Speech Commands model, are used quite frequently in a variety of
applications, particularly in managing automated attendants in telephony
contexts. As such, adversarial examples produced by this attack could have
real-world consequences. While previous work in defending against these
adversarial examples has investigated using audio preprocessing to reduce or
distort adversarial noise, this work explores the idea of flooding particular
frequency bands of an audio signal with random noise in order to detect
adversarial examples. This technique of flooding, which does not require
retraining or modifying the model, is inspired by work done in computer vision
and builds on the idea that speech classifiers are relatively robust to natural
noise. A combined defense incorporating 5 different frequency bands for
flooding the signal with noise outperformed other existing defenses in the
audio space, detecting adversarial examples with 91.8% precision and 93.5%
recall.
",http://arxiv.org/abs/1812.10061,"github.com/LincLabUCCS/Noise-Flooding, along with the code used for implementing and testing the noise flo",1812.10061,"Noise Flooding for Detecting Audio Adversarial Examples Against
  Automatic Speech Recognition"
"  Neural machine translation (NMT) models generally adopt an encoder-decoder
architecture for modeling the entire translation process. The encoder
summarizes the representation of input sentence from scratch, which is
potentially a problem if the sentence is ambiguous. When translating a text,
humans often create an initial understanding of the source sentence and then
incrementally refine it along the translation on the target side. Starting from
this intuition, we propose a novel encoder-refiner-decoder framework, which
dynamically refines the source representations based on the generated
target-side information at each decoding step. Since the refining operations
are time-consuming, we propose a strategy, leveraging the power of
reinforcement learning models, to decide when to refine at specific decoding
steps. Experimental results on both Chinese-English and English-German
translation tasks show that the proposed approach significantly and
consistently improves translation performance over the standard encoder-decoder
framework. Furthermore, when refining strategy is applied, results still show
reasonable improvement over the baseline without much decrease in decoding
speed.
",http://arxiv.org/abs/1812.10230,github.com/moses-smt/mosesdecoder,1812.10230,Learning to Refine Source Representations for Neural Machine Translation
"  In the past decade, the DBpedia community has put significant amount of
effort on developing technical infrastructure and methods for efficient
extraction of structured information from Wikipedia. These efforts have been
primarily focused on harvesting, refinement and publishing semi-structured
information found in Wikipedia articles, such as information from infoboxes,
categorization information, images, wikilinks and citations. Nevertheless,
still vast amount of valuable information is contained in the unstructured
Wikipedia article texts. In this paper, we present DBpedia NIF - a large-scale
and multilingual knowledge extraction corpus. The aim of the dataset is
two-fold: to dramatically broaden and deepen the amount of structured
information in DBpedia, and to provide large-scale and multilingual language
resource for development of various NLP and IR task. The dataset provides the
content of all articles for 128 Wikipedia languages. We describe the dataset
creation process and the NLP Interchange Format (NIF) used to model the
content, links and the structure the information of the Wikipedia articles. The
dataset has been further enriched with about 25% more links and selected
partitions published as Linked Data. Finally, we describe the maintenance and
sustainability plans, and selected use cases of the dataset from the TextExt
knowledge extraction challenge.
",http://arxiv.org/abs/1812.10315,github.com/AKSW/RDFUnit/,1812.10315,"DBpedia NIF: Open, Large-Scale and Multilingual Knowledge Extraction
  Corpus"
"  Language is dynamic, constantly evolving and adapting with respect to time,
domain or topic. The adaptability of language is an active research area, where
researchers discover social, cultural and domain-specific changes in language
using distributional tools such as word embeddings. In this paper, we introduce
the global anchor method for detecting corpus-level language shifts. We show
both theoretically and empirically that the global anchor method is equivalent
to the alignment method, a widely-used method for comparing word embeddings, in
terms of detecting corpus-level language shifts. Despite their equivalence in
terms of detection abilities, we demonstrate that the global anchor method is
superior in terms of applicability as it can compare embeddings of different
dimensionalities. Furthermore, the global anchor method has implementation and
parallelization advantages. We show that the global anchor method reveals fine
structures in the evolution of language and domain adaptation. When combined
with the graph Laplacian technique, the global anchor method recovers the
evolution trajectory and domain clustering of disparate text corpora.
",http://arxiv.org/abs/1812.10382,github.com/ziyin-dl/global-anchor-method,1812.10382,"The Global Anchor Method for Quantifying Linguistic Shifts and Domain
  Adaptation"
"  Word embedding, which encodes words into vectors, is an important starting
point in natural language processing and commonly used in many text-based
machine learning tasks. However, in most current word embedding approaches, the
similarity in embedding space is not optimized in the learning. In this paper
we propose a novel neighbor embedding method which directly learns an embedding
simplex where the similarities between the mapped words are optimal in terms of
minimal discrepancy to the input neighborhoods. Our method is built upon
two-step random walks between words via topics and thus able to better reveal
the topics among the words. Experiment results indicate that our method,
compared with another existing word embedding approach, is more favorable for
various queries.
",http://arxiv.org/abs/1812.10401,github.com/tmikolov/word2vec,1812.10401,Word Embedding based on Low-Rank Doubly Stochastic Matrix Decomposition
"  Cross-lingual speech emotion recognition is an important task for practical
applications. The performance of automatic speech emotion recognition systems
degrades in cross-corpus scenarios, particularly in scenarios involving
multiple languages or a previously unseen language such as Urdu for which
limited or no data is available. In this study, we investigate the problem of
cross-lingual emotion recognition for Urdu language and contribute URDU---the
first ever spontaneous Urdu-language speech emotion database. Evaluations are
performed using three different Western languages against Urdu and experimental
results on different possible scenarios suggest various interesting aspects for
designing more adaptive emotion recognition system for such limited languages.
In results, selecting training instances of multiple languages can deliver
comparable results to baseline and augmentation a fraction of testing language
data while training can help to boost accuracy for speech emotion recognition.
URDU data is publicly available for further research.
",http://arxiv.org/abs/1812.10411,github.com/siddiquelatif/URDU-Dataset,1812.10411,Cross Lingual Speech Emotion Recognition: Urdu vs. Western Languages
"  We introduce an architecture to learn joint multilingual sentence
representations for 93 languages, belonging to more than 30 different language
families and written in 28 different scripts. Our system uses a single BiLSTM
encoder with a shared BPE vocabulary for all languages, which is coupled with
an auxiliary decoder and trained on publicly available parallel corpora. This
enables us to learn a classifier on top of the resulting sentence embeddings
using English annotated data only, and transfer it to any of the 93 languages
without any modification. Our approach sets a new state-of-the-art on zero-shot
cross-lingual natural language inference for all the 14 languages in the XNLI
dataset but one. We also achieve very competitive results in cross-lingual
document classification (MLDoc dataset). Our sentence embeddings are also
strong at parallel corpus mining, establishing a new state-of-the-art in the
BUCC shared task for 3 of its 4 language pairs. Finally, we introduce a new
test set of aligned sentences in 122 languages based on the Tatoeba corpus, and
show that our sentence embeddings obtain strong results in multilingual
similarity search even for low-resource languages. Our PyTorch implementation,
pre-trained encoder and the multilingual test set will be freely available.
",http://arxiv.org/abs/1812.10464,github.com/acl-org/acl-pub/issues/2,1812.10464,"Massively Multilingual Sentence Embeddings for Zero-Shot Cross-Lingual
  Transfer and Beyond"
"  Understanding the structure of interaction processes helps us to improve
information-seeking dialogue systems. Analyzing an interaction process boils
down to discovering patterns in sequences of alternating utterances exchanged
between a user and an agent. Process mining techniques have been successfully
applied to analyze structured event logs, discovering the underlying process
models or evaluating whether the observed behavior is in conformance with the
known process. In this paper, we apply process mining techniques to discover
patterns in conversational transcripts and extract a new model of
information-seeking dialogues, QRFA, for Query, Request, Feedback, Answer. Our
results are grounded in an empirical evaluation across multiple conversational
datasets from different domains, which was never attempted before. We show that
the QRFA model better reflects conversation flows observed in real
information-seeking conversations than models proposed previously. Moreover,
QRFA allows us to identify malfunctioning in dialogue system transcripts as
deviations from the expected conversation flow described by the model via
conformance analysis.
",http://arxiv.org/abs/1812.10720,github.com/svakulenk0/conversation_mining/tree/master/annotations/dialogue_success,1812.10720,QRFA: A Data-Driven Model of Information-Seeking Dialogues
"  Aspect level sentiment classification is a fine-grained sentiment analysis
task, compared to the sentence level classification. A sentence usually
contains one or more aspects. To detect the sentiment towards a particular
aspect in a sentence, previous studies have developed various methods for
generating aspect-specific sentence representations. However, these studies
handle each aspect of a sentence separately. In this paper, we argue that
multiple aspects of a sentence are usually orthogonal based on the observation
that different aspects concentrate on different parts of the sentence. To force
the orthogonality among aspects, we propose constrained attention networks
(CAN) for multi-aspect sentiment analysis, which handles multiple aspects of a
sentence simultaneously. Experimental results on two public datasets
demonstrate the effectiveness of our approach. We also extend our approach to
multi-task settings, outperforming the state-of-the-arts significantly.
",http://arxiv.org/abs/1812.10735,github.com/acl-org/acl-pub/issues/2,1812.10735,CAN: Constrained Attention Networks for Multi-Aspect Sentiment Analysis
"  Clickbait has grown to become a nuisance to social media users and social
media operators alike. Malicious content publishers misuse social media to
manipulate as many users as possible to visit their websites using clickbait
messages. Machine learning technology may help to handle this problem, giving
rise to automatic clickbait detection. To accelerate progress in this
direction, we organized the Clickbait Challenge 2017, a shared task inviting
the submission of clickbait detectors for a comparative evaluation. A total of
13 detectors have been submitted, achieving significant improvements over the
previous state of the art in terms of detection performance. Also, many of the
submitted approaches have been published open source, rendering them
reproducible, and a good starting point for newcomers. While the 2017 challenge
has passed, we maintain the evaluation system and answer to new registrations
in support of the ongoing research on better clickbait detectors.
",http://arxiv.org/abs/1812.10847,github.com/clickbait-challenge,1812.10847,"The Clickbait Challenge 2017: Towards a Regression Model for Clickbait
  Strength"
"  Work on the problem of contextualized word representation---the development
of reusable neural network components for sentence understanding---has recently
seen a surge of progress centered on the unsupervised pretraining task of
language modeling with methods like ELMo. This paper contributes the first
large-scale systematic study comparing different pretraining tasks in this
context, both as complements to language modeling and as potential
alternatives. The primary results of the study support the use of language
modeling as a pretraining task and set a new state of the art among comparable
models using multitask learning with language models. However, a closer look at
these results reveals worryingly strong baselines and strikingly varied results
across target tasks, suggesting that the widely-used paradigm of pretraining
and freezing sentence encoders may not be an ideal platform for further work.
",http://arxiv.org/abs/1812.10860,github.com/jsalt18-sentence-repl/jiant,1812.10860,"Looking for ELMo's Friends: Sentence-Level Pretraining Beyond Language
  Modeling"
"  Knowledge representation learning (KRL) aims to represent entities and
relations in knowledge graph in low-dimensional semantic space, which have been
widely used in massive knowledge-driven tasks. In this article, we introduce
the reader to the motivations for KRL, and overview existing approaches for
KRL. Afterwards, we extensively conduct and quantitative comparison and
analysis of several typical KRL methods on three evaluation tasks of knowledge
acquisition including knowledge graph completion, triple classification, and
relation extraction. We also review the real-world applications of KRL, such as
language modeling, question answering, information retrieval, and recommender
systems. Finally, we discuss the remaining challenges and outlook the future
directions for KRL. The codes and datasets used in the experiments can be found
in https://github.com/thunlp/OpenKE.
",http://arxiv.org/abs/1812.10901,github.com/thunlp/OpenKE,1812.10901,Knowledge Representation Learning: A Quantitative Review
"  In this paper we present Meeting Bot, a reinforcement learning based
conversational system that interacts with multiple users to schedule meetings.
The system is able to interpret user utterences and map them to preferred time
slots, which are then fed to a reinforcement learning (RL) system with the goal
of converging on an agreeable time slot. The RL system is able to adapt to user
preferences and environmental changes in meeting arrival rate while still
scheduling effectively. Learning is performed via policy gradient with
exploration, by utilizing an MLP as an approximator of the policy function.
Results demonstrate that the system outperforms standard scheduling algorithms
in terms of overall scheduling efficiency. Additionally, the system is able to
adapt its strategy to situations when users consistently reject or accept
meetings in certain slots (such as Friday afternoon versus Thursday morning),
or when the meeting is called by members who are at a more senior designation.
",http://arxiv.org/abs/1812.11158,github.com/vishwa15/timephrase_data.git,1812.11158,"MEETING BOT: Reinforcement Learning for Dialogue Based Meeting
  Scheduling"
"  Hierarchical text classification, which aims to classify text documents into
a given hierarchy, is an important task in many real-world applications.
Recently, deep neural models are gaining increasing popularity for text
classification due to their expressive power and minimum requirement for
feature engineering. However, applying deep neural networks for hierarchical
text classification remains challenging, because they heavily rely on a large
amount of training data and meanwhile cannot easily determine appropriate
levels of documents in the hierarchical setting. In this paper, we propose a
weakly-supervised neural method for hierarchical text classification. Our
method does not require a large amount of training data but requires only
easy-to-provide weak supervision signals such as a few class-related documents
or keywords. Our method effectively leverages such weak supervision signals to
generate pseudo documents for model pre-training, and then performs
self-training on real unlabeled data to iteratively refine the model. During
the training process, our model features a hierarchical neural structure, which
mimics the given hierarchy and is capable of determining the proper levels for
documents with a blocking mechanism. Experiments on three datasets from
different domains demonstrate the efficacy of our method compared with a
comprehensive set of baselines.
",http://arxiv.org/abs/1812.11270,github.com/alexander-rakhlin/CNN-for-Sentence-Classification-in-Keras,1812.11270,Weakly-Supervised Hierarchical Text Classification
"  We propose a neural network model for joint extraction of named entities and
relations between them, without any hand-crafted features. The key contribution
of our model is to extend a BiLSTM-CRF-based entity recognition model with a
deep biaffine attention layer to model second-order interactions between latent
features for relation classification, specifically attending to the role of an
entity in a directional relationship. On the benchmark ""relation and entity
recognition"" dataset CoNLL04, experimental results show that our model
outperforms previous models, producing new state-of-the-art performances.
",http://arxiv.org/abs/1812.11275,github.com/datquocnguyen/jointRE,1812.11275,End-to-end neural relation extraction using deep biaffine attention
"  A capsule is a group of neurons, whose activity vector represents the
instantiation parameters of a specific type of entity. In this paper, we
explore the capsule networks used for relation extraction in a multi-instance
multi-label learning framework and propose a novel neural approach based on
capsule networks with attention mechanisms. We evaluate our method with
different benchmarks, and it is demonstrated that our method improves the
precision of the predicted relations. Particularly, we show that capsule
networks improve multiple entity pairs relation extraction.
",http://arxiv.org/abs/1812.11321,github.com/acl-org/acl-pub/issues/2,1812.11321,"Attention-Based Capsule Networks with Dynamic Routing for Relation
  Extraction"
"  We propose the first joint model for Vietnamese word segmentation,
part-of-speech (POS) tagging and dependency parsing. Our model extends the BIST
graph-based dependency parser (Kiperwasser and Goldberg, 2016) with
BiLSTM-CRF-based neural layers (Huang et al., 2015) for word segmentation and
POS tagging. On benchmark Vietnamese datasets, experimental results show that
our joint model obtains state-of-the-art or competitive performances.
",http://arxiv.org/abs/1812.11459,github.com/acl-org/acl-pub/issues/2,1812.11459,"A neural joint model for Vietnamese word segmentation, POS tagging and
  dependency parsing"
"  This paper proposes a variational self-attention model (VSAM) that employs
variational inference to derive self-attention. We model the self-attention
vector as random variables by imposing a probabilistic distribution. The
self-attention mechanism summarizes source information as an attention vector
by weighted sum, where the weights are a learned probabilistic distribution.
Compared with conventional deterministic counterpart, the stochastic units
incorporated by VSAM allow multi-modal attention distributions. Furthermore, by
marginalizing over the latent variables, VSAM is more robust against
overfitting. Experiments on the stance detection task demonstrate the
superiority of our method.
",http://arxiv.org/abs/1812.11559,github.com/FakeNewsChallenge/fnc-1,1812.11559,Variational Self-attention Model for Sentence Representation
